Titles,Authors,arxiv_id,Category,Source,DOI_id,Citation_count,no of Authors,Title length
206,153,2408.12568,39,https://arxiv.org/pdf/2408.11198,10.54254/2755-2721/73/20240367,18.170289855072465,5,80
531,45,2408.12568,4,https://arxiv.org/pdf/2408.11189,10.4324/9781003001942-12,18.170289855072465,4,19
472,414,2408.12568,36,https://arxiv.org/pdf/2408.11187,10.32469/10355/63580,18.170289855072465,2,89
86,479,2408.12568,26,https://arxiv.org/pdf/2408.11186,10.1109/icra.2011.5979704,48.0,3,65
310,664,2408.12568,9,https://arxiv.org/pdf/2408.11182,10.21203/rs.3.rs-4385503/v1,18.170289855072465,7,112
13,78,2408.12568,22,https://arxiv.org/pdf/2408.11181,10.1137/1.9781611976236.49,5.0,2,94
601,571,2408.12568,22,https://arxiv.org/pdf/2408.11172,10.1016/j.jsc.2004.11.001,2.0,6,60
388,212,2408.12568,22,https://arxiv.org/pdf/2408.11135,10.7717/peerj.16704/supp-5,18.170289855072465,4,74
150,500,2408.12568,22,https://arxiv.org/pdf/2408.11121,10.1109/access.2023.3274199,60.0,3,99
686,362,2408.12568,39,https://arxiv.org/pdf/2408.11081,10.5220/0011996900003470,22.0,3,73
181,388,2408.12568,9,https://arxiv.org/pdf/2408.11071,10.18653/v1/2023.acl-long.646,18.170289855072465,6,123
627,609,2408.12568,29,https://arxiv.org/pdf/2408.11067,10.33612/diss.987610056,18.170289855072465,6,95
609,194,2408.12568,4,https://arxiv.org/pdf/2408.11063,10.18653/v1/2023.findings-emnlp.1020,1.0,8,44
338,147,2408.12568,4,https://arxiv.org/pdf/2408.11062,10.17771/pucrio.acad.66799,18.170289855072465,5,83
199,255,2408.12568,39,https://arxiv.org/pdf/2408.11060,10.31219/osf.io/rwy9d,18.170289855072465,3,103
357,432,2408.12568,39,https://arxiv.org/pdf/2408.11058,10.31274/etd-180810-4399,18.170289855072465,4,39
301,136,2408.12568,0,https://arxiv.org/pdf/2408.11042,10.1002/9781119053996.ch4,1.0,4,79
646,82,2408.12568,0,https://arxiv.org/pdf/2408.11039,10.1201/9781003430452-69,18.170289855072465,10,81
319,385,2408.12568,0,https://arxiv.org/pdf/2408.10970,10.1016/0967-0661(95)90254-6,18.170289855072465,4,91
195,645,2408.12568,0,https://arxiv.org/pdf/2408.10947,10.7717/peerj-cs.1893,18.170289855072465,6,100
364,24,2408.12568,0,https://arxiv.org/pdf/2408.10946,10.1109/iccect60629.2024.10545805,18.170289855072465,11,42
617,365,2408.12568,0,https://arxiv.org/pdf/2408.10932,10.1080/14697688.2022.2062431,2.0,3,63
390,562,2408.12568,0,https://arxiv.org/pdf/2408.10921,10.1109/tiv.2024.3367895/mm1,18.170289855072465,2,80
636,39,2408.12568,0,https://arxiv.org/pdf/2408.10900,10.1016/j.tcs.2024.114705,18.170289855072465,3,63
65,173,2408.12568,0,https://arxiv.org/pdf/2408.10895,10.2991/icmess-18.2018.254,18.170289855072465,5,75
456,314,2408.12568,0,https://arxiv.org/pdf/2408.10889,10.4324/9780203074350-25,18.170289855072465,6,41
147,561,2408.12568,0,https://arxiv.org/pdf/2408.10883,10.1201/9781003409519-1,18.170289855072465,8,73
148,155,2408.12568,0,https://arxiv.org/pdf/2408.10878,10.2514/6.2023-2538.vid,18.170289855072465,6,90
425,172,2408.12568,0,https://arxiv.org/pdf/2408.10865,10.1109/itw.2018.8613513,2.0,5,71
149,615,2408.12568,0,https://arxiv.org/pdf/2408.10841,10.31235/osf.io/sthwk,10.0,5,86
658,280,2408.12568,0,https://arxiv.org/pdf/2408.10788,10.1177/0950422220902978,54.0,3,110
276,72,2408.12568,0,https://arxiv.org/pdf/2408.10774,10.18653/v1/2024.naacl-long.35,18.170289855072465,4,63
270,593,2408.12568,0,https://arxiv.org/pdf/2408.10715,10.31979/etd.taar-3t5j,18.170289855072465,15,131
340,422,2408.12568,0,https://arxiv.org/pdf/2408.10711,10.1349/ddlp.3265,18.170289855072465,4,79
271,576,2408.12568,0,https://arxiv.org/pdf/2408.10691,10.31979/etd.taar-3t5j,18.170289855072465,6,81
291,188,2408.12568,0,https://arxiv.org/pdf/2408.10689,10.1007/978-94-017-9047-5_8,18.170289855072465,11,59
543,235,2408.12568,0,https://arxiv.org/pdf/2408.10683,10.34193/ei-a-5841,18.170289855072465,4,60
414,455,2408.12568,0,https://arxiv.org/pdf/2408.10642,10.2139/ssrn.4916435,18.170289855072465,5,83
598,239,2408.12568,0,https://arxiv.org/pdf/2408.10635,10.1021/acs.jpclett.3c00242.s001,18.170289855072465,8,70
314,296,2408.12568,0,https://arxiv.org/pdf/2408.10592,10.1093/oso/9780195104271.003.0012,1.0,6,70
313,630,2408.12568,0,https://arxiv.org/pdf/2408.10556,10.1109/icra57147.2024.10610308,18.170289855072465,18,95
36,141,2408.12568,0,https://arxiv.org/pdf/2408.10549,10.12681/eadd/57038,18.170289855072465,2,12
71,105,2408.12568,0,https://arxiv.org/pdf/2408.10512,10.5220/0006297603400351,3.0,2,97
514,596,2408.12568,0,https://arxiv.org/pdf/2408.10504,10.1109/tsusc.2023.3251302/mm1,18.170289855072465,10,86
342,613,2408.12568,0,https://arxiv.org/pdf/2408.10492,10.1007/978-981-19-5443-6_36,1.0,8,145
322,263,2408.12568,0,https://arxiv.org/pdf/2408.10455,10.1007/978-1-4614-9414-0_7,1.0,2,102
264,64,2408.12568,0,https://arxiv.org/pdf/2408.10442,10.1109/medcomnet55087.2022.9810394,1.0,6,114
178,323,2408.12568,0,https://arxiv.org/pdf/2408.10417,10.21236/ada327553,5.0,8,88
37,273,2408.12568,0,https://arxiv.org/pdf/2408.10365,10.31235/osf.io/kz2xc,18.170289855072465,12,85
521,318,2408.12568,0,https://arxiv.org/pdf/2408.10362,10.14711/thesis-b1750025,18.170289855072465,4,35
372,361,2408.12568,0,https://arxiv.org/pdf/2408.10343,10.59350/q2pq3-0fv85,18.170289855072465,2,82
11,444,2408.12568,0,https://arxiv.org/pdf/2408.10334,10.21236/ada513904,18.170289855072465,2,143
434,508,2408.12568,7,https://arxiv.org/pdf/2408.11054,10.31274/etd-180810-1389,18.170289855072465,5,96
552,358,2408.12568,39,https://arxiv.org/pdf/2408.11053,10.3403/00133906,18.170289855072465,5,87
44,337,2408.12568,22,https://arxiv.org/pdf/2408.11052,10.1609/aaai.v38i12.29215,18.170289855072465,7,56
257,635,2408.12568,7,https://arxiv.org/pdf/2408.11051,10.1145/3347450.3357659,10.0,4,69
525,588,2408.12568,36,https://arxiv.org/pdf/2408.11048,10.1109/robio55434.2022.10011862,1.0,8,89
539,471,2408.12568,8,https://arxiv.org/pdf/2408.11043,10.31235/osf.io/yms8p,2.0,5,141
76,485,2408.12568,4,https://arxiv.org/pdf/2408.11021,10.1016/s0022-5371(68)80020-9,4.0,4,63
63,346,2408.12568,30,https://arxiv.org/pdf/2408.11019,10.4324/9780203422090-26,18.170289855072465,2,49
429,507,2408.12568,6,https://arxiv.org/pdf/2408.11017,10.1609/aaai.v38i20.30273,18.170289855072465,4,51
170,170,2408.12568,17,https://arxiv.org/pdf/2408.10987,10.1109/ius51837.2023.10306544,2.0,5,75
682,112,2408.12568,22,https://arxiv.org/pdf/2408.10951,10.18178/ijmlc.2018.8.2.683,3.0,5,80
281,542,2408.12568,22,https://arxiv.org/pdf/2408.10948,10.1145/3488560.3498497,13.0,4,76
309,271,2408.12568,7,https://arxiv.org/pdf/2408.10945,10.18653/v1/2024.findings-naacl.58,18.170289855072465,6,141
5,518,2408.12568,7,https://arxiv.org/pdf/2408.10940,10.1109/bigdia60676.2023.10429579,18.170289855072465,7,96
569,294,2408.12568,7,https://arxiv.org/pdf/2408.10934,10.1145/3581783.3611895,1.0,5,87
354,265,2408.12568,4,https://arxiv.org/pdf/2408.10923,10.1016/j.jmva.2021.104756,5.0,6,65
540,417,2408.12568,22,https://arxiv.org/pdf/2408.10920,10.3389/fnins.2017.00693,25.0,4,96
141,683,2408.12568,7,https://arxiv.org/pdf/2408.10919,10.1016/j.eswa.2024.124083,18.170289855072465,7,72
624,236,2408.12568,16,https://arxiv.org/pdf/2408.10905,10.1145/3397482.3453994,3.0,2,112
15,678,2408.12568,7,https://arxiv.org/pdf/2408.10901,10.1109/icpads60453.2023.00183,1.0,10,90
668,355,2408.12568,7,https://arxiv.org/pdf/2408.10872,10.1109/ijcnn.2019.8852257,37.0,8,49
527,74,2408.12568,20,https://arxiv.org/pdf/2408.10871,10.1093/mnras/stae2014,18.170289855072465,4,105
351,163,2408.12568,22,https://arxiv.org/pdf/2408.10858,10.5220/0010785200003116,5.0,5,97
397,684,2408.12568,1,https://arxiv.org/pdf/2408.10854,10.1002/qj.4265,20.0,7,113
191,617,2408.12568,40,https://arxiv.org/pdf/2408.10853,10.21437/interspeech.2022-108,38.0,12,88
306,122,2408.12568,7,https://arxiv.org/pdf/2408.10846,10.1109/tcsvt.2015.2513518,5.0,5,68
174,243,2408.12568,7,https://arxiv.org/pdf/2408.10843,10.2514/6.2021-0811.vid,18.170289855072465,9,88
694,127,2408.12568,7,https://arxiv.org/pdf/2408.10831,10.1109/3dv.2019.00021,16.0,2,72
246,411,2408.12568,4,https://arxiv.org/pdf/2408.10819,10.5220/0012688900003720,18.170289855072465,5,134
96,71,2408.12568,4,https://arxiv.org/pdf/2408.10811,10.1080/10228195.2015.1050058,5.0,8,84
187,599,2408.12568,40,https://arxiv.org/pdf/2408.10807,10.1177/0305735617734629,9.0,11,100
339,196,2408.12568,22,https://arxiv.org/pdf/2408.10802,10.1038/s41467-024-51019-z,18.170289855072465,6,66
347,181,2408.12568,7,https://arxiv.org/pdf/2408.10777,10.37473/dac/10.1007/s11633-022-1365-9,1.0,4,58
573,266,2408.12568,2,https://arxiv.org/pdf/2408.10771,10.1109/icasspw62465.2024.10626687,18.170289855072465,4,96
564,182,2408.12568,7,https://arxiv.org/pdf/2408.10760,10.20944/preprints202405.0389.v1,18.170289855072465,4,88
288,329,2408.12568,22,https://arxiv.org/pdf/2408.10755,10.3233/faia230484,18.170289855072465,4,93
578,91,2408.12568,22,https://arxiv.org/pdf/2408.10752,10.1002/9781119884170.ch16,18.170289855072465,7,59
495,44,2408.12568,12,https://arxiv.org/pdf/2408.10746,10.1145/3673038.3673043,18.170289855072465,6,107
637,186,2408.12568,4,https://arxiv.org/pdf/2408.10729,10.5220/0012349800003654,18.170289855072465,3,69
519,324,2408.12568,35,https://arxiv.org/pdf/2408.10726,10.1016/j.engappai.2022.105116,22.0,5,47
385,233,2408.12568,4,https://arxiv.org/pdf/2408.10722,10.18653/v1/2023.findings-emnlp.833,1.0,4,69
639,190,2408.12568,22,https://arxiv.org/pdf/2408.10720,10.5220/0007780500370049,18.170289855072465,2,77
453,373,2408.12568,22,https://arxiv.org/pdf/2408.10713,10.2514/6.2023-0504.vid,18.170289855072465,2,64
125,380,2408.12568,7,https://arxiv.org/pdf/2408.10710,10.1109/isie.1994.333099,3.0,6,62
672,598,2408.12568,22,https://arxiv.org/pdf/2408.10709,10.1016/s0893608002002356,18.170289855072465,2,73
67,291,2408.12568,22,https://arxiv.org/pdf/2408.10700,10.1007/978-3-642-15928-2_26,3.0,2,44
641,175,2408.12568,4,https://arxiv.org/pdf/2408.10682,10.36227/techrxiv.171863477.74163306/v1,18.170289855072465,6,136
613,275,2408.12568,22,https://arxiv.org/pdf/2408.10669,10.1109/ijcnn.2019.8851851,1.0,3,86
505,161,2408.12568,9,https://arxiv.org/pdf/2408.10668,10.1162/qss_a_00310/v2/response1,18.170289855072465,6,97
207,378,2408.12568,9,https://arxiv.org/pdf/2408.10657,10.1109/icei49372.2020.00024,3.0,7,85
677,148,2408.12568,7,https://arxiv.org/pdf/2408.10652,10.1109/iccv51070.2023.00342,2.0,4,75
335,87,2408.12568,22,https://arxiv.org/pdf/2408.10649,10.1002/rra.2986,5.0,6,41
503,390,2408.12568,22,https://arxiv.org/pdf/2408.10647,10.1109/tpami.2021.3125931,3.0,9,69
94,327,2408.12568,4,https://arxiv.org/pdf/2408.10646,10.21437/interspeech.2021-687,2.0,5,100
22,642,2408.12568,7,https://arxiv.org/pdf/2408.10641,10.21203/rs.3.rs-3353457/v1,18.170289855072465,6,46
359,636,2408.12568,22,https://arxiv.org/pdf/2408.10631,10.1109/icassp48485.2024.10445737,1.0,8,89
269,505,2408.12568,22,https://arxiv.org/pdf/2408.10628,10.1201/9781420036206.ch3,18.170289855072465,3,89
681,608,2408.12568,7,https://arxiv.org/pdf/2408.10624,10.1016/j.neucom.2021.08.053,13.0,5,95
446,17,2408.12568,7,https://arxiv.org/pdf/2408.10619,10.18535/ijetst/v4i8.14,18.170289855072465,3,120
449,252,2408.12568,36,https://arxiv.org/pdf/2408.10618,10.5220/0005509500150023,2.0,7,110
287,624,2408.12568,7,https://arxiv.org/pdf/2408.10614,10.1007/springerreference_70875,18.170289855072465,5,43
507,610,2408.12568,4,https://arxiv.org/pdf/2408.10608,10.1109/iciip61524.2023.10537623,18.170289855072465,14,114
391,573,2408.12568,7,https://arxiv.org/pdf/2408.10605,10.1145/3529446.3529451,18.170289855072465,6,75
427,407,2408.12568,4,https://arxiv.org/pdf/2408.10604,10.6028/nist.sp.500-319.qa-emory,2.0,4,63
392,230,2408.12568,7,https://arxiv.org/pdf/2408.10602,10.2139/ssrn.4891497,18.170289855072465,6,67
103,634,2408.12568,7,https://arxiv.org/pdf/2408.10600,10.1002/essoar.10510685.1,18.170289855072465,4,96
513,248,2408.12568,4,https://arxiv.org/pdf/2408.10573,10.17816/mser65384-55802,18.170289855072465,4,78
31,277,2408.12568,17,https://arxiv.org/pdf/2408.10572,10.1021/acs.analchem.3c01101.s001,18.170289855072465,1,148
509,85,2408.12568,7,https://arxiv.org/pdf/2408.10571,10.1109/satml59370.2024.00028,18.170289855072465,4,72
508,681,2408.12568,30,https://arxiv.org/pdf/2408.10567,10.5220/0011922200003612,18.170289855072465,6,92
593,638,2408.12568,22,https://arxiv.org/pdf/2408.10566,10.29007/g7bg,1.0,5,84
622,40,2408.12568,21,https://arxiv.org/pdf/2408.10563,10.12681/eadd/44199,18.170289855072465,6,61
180,258,2408.12568,7,https://arxiv.org/pdf/2408.10543,10.1109/icip46576.2022.9897788,1.0,3,64
447,338,2408.12568,7,https://arxiv.org/pdf/2408.10532,10.2139/ssrn.4429479,18.170289855072465,2,121
210,224,2408.12568,7,https://arxiv.org/pdf/2408.10527,10.5220/0011673200003417,18.170289855072465,5,49
692,569,2408.12568,4,https://arxiv.org/pdf/2408.10524,10.1109/icassp.2018.8461600,18.170289855072465,4,97
336,519,2408.12568,22,https://arxiv.org/pdf/2408.10517,10.1057/9781137017789.0011,18.170289855072465,1,94
152,673,2408.12568,4,https://arxiv.org/pdf/2408.10516,10.1007/978-1-4614-4803-7_4,4.0,2,114
589,185,2408.12568,22,https://arxiv.org/pdf/2408.10511,10.1101/2022.12.14.520366,1.0,6,69
50,490,2408.12568,7,https://arxiv.org/pdf/2408.10503,10.1109/iccv51070.2023.00565,1.0,3,103
506,200,2408.12568,16,https://arxiv.org/pdf/2408.10499,10.1109/vl.1994.363629,4.0,4,88
515,592,2408.12568,4,https://arxiv.org/pdf/2408.10497,10.25236/ajcis.2020.030103,18.170289855072465,5,83
316,216,2408.12568,39,https://arxiv.org/pdf/2408.10495,10.1097/00152193-199809000-00024,6.0,6,76
45,429,2408.12568,22,https://arxiv.org/pdf/2408.10491,10.1109/csfw.1989.40594,4.0,3,69
241,539,2408.12568,7,https://arxiv.org/pdf/2408.10488,10.1109/icaica54878.2022.9844468,3.0,7,101
398,537,2408.12568,7,https://arxiv.org/pdf/2408.10487,10.1201/9781003456322-10,18.170289855072465,7,75
239,33,2408.12568,29,https://arxiv.org/pdf/2408.10482,10.1109/cec60901.2024.10611839,18.170289855072465,4,105
61,559,2408.12568,22,https://arxiv.org/pdf/2408.10479,10.1287/inte.2020.1047,75.0,7,100
367,567,2408.12568,39,https://arxiv.org/pdf/2408.10474,10.21275/sr24427043741,18.170289855072465,7,61
526,451,2408.12568,36,https://arxiv.org/pdf/2408.10450,10.32614/cran.package.stuart,18.170289855072465,3,40
615,368,2408.12568,7,https://arxiv.org/pdf/2408.10446,10.1109/iccima.2007.157,4.0,10,125
655,326,2408.12568,22,https://arxiv.org/pdf/2408.10437,10.1787/bf3c0c60-en,2.0,5,57
73,620,2408.12568,15,https://arxiv.org/pdf/2408.10428,10.5040/9780571335558.10000007,18.170289855072465,3,43
632,21,2408.12568,7,https://arxiv.org/pdf/2408.10414,10.5220/0007715503810390,4.0,4,94
684,513,2408.12568,7,https://arxiv.org/pdf/2408.10397,10.1109/itsc.2018.8569279,6.0,4,62
236,279,2408.12568,7,https://arxiv.org/pdf/2408.10395,10.1016/j.neunet.2021.03.019,44.0,5,63
345,348,2408.12568,18,https://arxiv.org/pdf/2408.10394,10.1145/3240323.3241732,18.170289855072465,3,92
104,657,2408.12568,40,https://arxiv.org/pdf/2408.10383,10.1109/lra.2023.3272518/mm1,18.170289855072465,2,83
218,543,2408.12568,23,https://arxiv.org/pdf/2408.10381,10.1609/icaps.v32i1.19844,2.0,2,65
102,306,2408.12568,42,https://arxiv.org/pdf/2408.10369,10.1109/lics.1995.523275,11.0,2,32
305,480,2408.12568,7,https://arxiv.org/pdf/2408.10360,10.2307/j.ctv1wmz3m6.13,18.170289855072465,3,62
620,478,2408.12568,38,https://arxiv.org/pdf/2408.10351,10.14711/thesis-991012873360703412,18.170289855072465,3,98
160,462,2408.12568,22,https://arxiv.org/pdf/2408.10328,10.1109/phm2022-london52454.2022.00060,3.0,3,77
376,570,2408.12568,22,https://arxiv.org/pdf/2408.10292,10.1016/j.inffus.2023.101920,3.0,1,73
538,612,2408.12568,31,https://arxiv.org/pdf/2408.10287,10.1364/ao.531306,18.170289855072465,6,81
283,536,2408.12568,22,https://arxiv.org/pdf/2408.10286,10.2139/ssrn.4801437,18.170289855072465,8,85
90,591,2408.12568,22,https://arxiv.org/pdf/2408.10285,10.26434/chemrxiv-2024-1p4xt,18.170289855072465,7,67
254,541,2408.12568,22,https://arxiv.org/pdf/2408.10276,10.24963/ijcai.2024/980,18.170289855072465,5,77
265,226,2408.12568,22,https://arxiv.org/pdf/2408.10275,10.31390/gradschool_theses.4443,18.170289855072465,3,93
570,311,2408.12568,22,https://arxiv.org/pdf/2408.10270,10.18653/v1/2022.emnlp-demos.36,3.0,4,51
468,676,2408.12568,22,https://arxiv.org/pdf/2408.10269,10.21203/rs.3.rs-2211583/v1,18.170289855072465,6,71
534,135,2408.12568,39,https://arxiv.org/pdf/2408.10268,10.31979/etd.taar-3t5j,18.170289855072465,3,62
185,504,2408.12568,22,https://arxiv.org/pdf/2408.10266,10.3390/info13010013,8.0,3,60
450,69,2408.12568,22,https://arxiv.org/pdf/2408.10264,10.2139/ssrn.4349051,1.0,5,95
544,322,2408.12568,22,https://arxiv.org/pdf/2408.10261,10.7287/peerj-cs.1073v0.1/reviews/2,18.170289855072465,4,64
470,133,2408.12568,7,https://arxiv.org/pdf/2408.10260,10.1093/gmo/9781561592630.article.23413,18.170289855072465,4,65
137,36,2408.12568,22,https://arxiv.org/pdf/2408.10259,10.2139/ssrn.4733296,18.170289855072465,4,82
363,210,2408.12568,41,https://arxiv.org/pdf/2408.10255,10.1007/978-3-322-85237-3_37,18.170289855072465,2,22
89,344,2408.12568,39,https://arxiv.org/pdf/2408.10252,10.1109/mc.2024.3405708,18.170289855072465,1,65
610,14,2408.12568,7,https://arxiv.org/pdf/2408.10248,10.1016/j.knosys.2023.110515,11.0,2,135
410,214,2408.12568,3,https://arxiv.org/pdf/2408.10247,10.3390/s22093320,18.170289855072465,5,63
678,14,2408.12568,7,https://arxiv.org/pdf/2408.10246,10.1109/icpr.2010.1005,15.0,2,109
643,88,2408.12568,15,https://arxiv.org/pdf/2408.10243,10.1109/icpads.2017.00034,13.0,3,133
59,439,2408.12568,16,https://arxiv.org/pdf/2408.10240,10.36227/techrxiv.20405838.v1,18.170289855072465,5,93
7,359,2408.12568,8,https://arxiv.org/pdf/2408.10239,10.4018/9781615208739.ch015,18.170289855072465,3,73
14,207,2408.12568,15,https://arxiv.org/pdf/2408.10230,10.2172/6305994,18.170289855072465,5,50
436,674,2408.12568,7,https://arxiv.org/pdf/2408.10161,10.2514/6.2023-0656.vid,18.170289855072465,4,67
438,167,2408.12568,43,https://arxiv.org/pdf/2408.09781,10.1109/ijcnn.2008.4634115,1.0,3,99
368,130,2408.12568,0,https://arxiv.org/pdf/2408.10126,10.2139/ssrn.4850544,18.170289855072465,8,64
294,553,2408.12568,0,https://arxiv.org/pdf/2408.10120,10.1021/acs.jcim.5b00654.s007,18.170289855072465,8,73
229,256,2408.12568,0,https://arxiv.org/pdf/2408.10113,10.1021/acsomega.9b01480.s001,18.170289855072465,3,54
477,616,2408.12568,0,https://arxiv.org/pdf/2408.10111,10.18632/oncoscience.571,119.0,6,98
40,546,2408.12568,0,https://arxiv.org/pdf/2408.10086,10.3390/s24155006,18.170289855072465,7,52
619,347,2408.12568,0,https://arxiv.org/pdf/2408.10040,10.1299/jsmelem.2005.2.427,1.0,1,128
389,412,2408.12568,0,https://arxiv.org/pdf/2408.10039,10.1021/acsinfecdis.2c00475.s001,18.170289855072465,7,67
176,441,2408.12568,0,https://arxiv.org/pdf/2408.10015,10.1109/cdc51059.2022.9992419,18.170289855072465,4,87
642,50,2408.12568,0,https://arxiv.org/pdf/2408.10003,10.1016/0166-218x(83)90089-6,18.170289855072465,11,74
136,270,2408.12568,0,https://arxiv.org/pdf/2408.09957,10.32614/cran.package.ciu,18.170289855072465,1,99
502,618,2408.12568,0,https://arxiv.org/pdf/2408.09951,10.1109/jlt.2021.3139377,17.0,8,75
268,619,2408.12568,0,https://arxiv.org/pdf/2408.09947,10.1109/jlt.2021.3139377,17.0,7,83
412,60,2408.12568,0,https://arxiv.org/pdf/2408.09946,10.1007/978-3-031-23161-2_301099,18.170289855072465,3,61
355,525,2408.12568,0,https://arxiv.org/pdf/2408.09899,10.1109/ivcnz61134.2023.10344195,18.170289855072465,3,91
651,512,2408.12568,0,https://arxiv.org/pdf/2408.09881,10.18653/v1/2023.bigpicture-1.10,1.0,8,100
168,95,2408.12568,0,https://arxiv.org/pdf/2408.09841,10.59646/efaimltc12/133,18.170289855072465,6,79
413,456,2408.12568,0,https://arxiv.org/pdf/2408.09834,10.21125/inted.2019.0280,2.0,6,56
608,65,2408.12568,0,https://arxiv.org/pdf/2408.09825,10.53846/goediss-2596,18.170289855072465,4,112
691,652,2408.12568,0,https://arxiv.org/pdf/2408.09807,10.2514/6.2021-0175.vid,18.170289855072465,5,56
79,53,2408.12568,0,https://arxiv.org/pdf/2408.09794,10.1093/database/baae067,18.170289855072465,4,60
295,31,2408.12568,0,https://arxiv.org/pdf/2408.09785,10.5220/0012862300003753,18.170289855072465,6,110
395,393,2408.12568,0,https://arxiv.org/pdf/2408.09768,10.2139/ssrn.4549594,18.170289855072465,5,92
304,658,2408.12568,0,https://arxiv.org/pdf/2408.09715,10.1016/j.mehy.2024.111465,18.170289855072465,5,72
484,192,2408.12568,0,https://arxiv.org/pdf/2408.09703,10.2174/9781681085289117020009,2.0,5,42
588,582,2408.12568,0,https://arxiv.org/pdf/2408.09682,10.21203/rs.3.rs-3225810/v1,18.170289855072465,3,55
420,413,2408.12568,0,https://arxiv.org/pdf/2408.09675,10.1109/ijcnn48605.2020.9207663,63.0,10,67
6,396,2408.12568,0,https://arxiv.org/pdf/2408.09656,10.7717/peerj-cs.2120/fig-3,18.170289855072465,1,92
459,405,2408.12568,0,https://arxiv.org/pdf/2408.09626,10.1142/9789814401531_0040,18.170289855072465,4,77
77,649,2408.12568,0,https://arxiv.org/pdf/2408.09624,10.1007/bf02319311,28.0,3,36
193,99,2408.12568,0,https://arxiv.org/pdf/2408.09605,10.1016/j.bandl.2023.105322,2.0,1,83
66,493,2408.12568,0,https://arxiv.org/pdf/2408.09600,10.31979/etd.wgkk-f7cb,18.170289855072465,5,97
418,626,2408.12568,0,https://arxiv.org/pdf/2408.09594,10.1109/cog51982.2022.9893615,2.0,7,78
606,498,2408.12568,0,https://arxiv.org/pdf/2408.09588,10.1109/itsc57777.2023.10422667,18.170289855072465,8,87
475,102,2408.12568,0,https://arxiv.org/pdf/2408.09530,10.1016/j.cviu.2015.09.013,256.0,7,83
38,286,2408.12568,0,https://arxiv.org/pdf/2408.09527,10.1201/b16098-8,18.170289855072465,6,97
0,550,2408.12568,0,https://arxiv.org/pdf/2408.09410,10.17771/pucrio.acad.49414,18.170289855072465,6,82
452,205,2408.12568,0,https://arxiv.org/pdf/2408.09403,10.2139/ssrn.4706195,18.170289855072465,5,85
285,208,2408.12568,0,https://arxiv.org/pdf/2408.09386,10.1109/hora61326.2024.10550450,18.170289855072465,3,41
205,220,2408.12568,0,https://arxiv.org/pdf/2408.09380,10.1007/s11042-018-6108-0,1.0,8,71
130,131,2408.12568,0,https://arxiv.org/pdf/2408.09365,10.7591/9780801464119-008,18.170289855072465,8,84
586,665,2408.12568,0,https://arxiv.org/pdf/2408.09230,10.1145/3394486.3403183,23.0,4,100
255,218,2408.12568,0,https://arxiv.org/pdf/2408.09227,10.5220/0011687800003393,18.170289855072465,5,92
441,108,2408.12568,0,https://arxiv.org/pdf/2408.09224,10.1109/tai.2024.3444746,18.170289855072465,2,43
394,268,2408.12568,0,https://arxiv.org/pdf/2408.09196,10.1109/seaa56994.2022.00018,3.0,2,64
34,100,2408.12568,0,https://arxiv.org/pdf/2408.09193,10.1109/aiiot61789.2024.10579006,18.170289855072465,3,58
128,469,2408.12568,0,https://arxiv.org/pdf/2408.09176,10.4324/9780203444399-7,18.170289855072465,5,119
650,180,2408.12568,0,https://arxiv.org/pdf/2408.09172,10.7717/peerj-cs.377/fig-1,18.170289855072465,5,89
402,193,2408.12568,0,https://arxiv.org/pdf/2408.09111,10.21437/interspeech.2009-616,11.0,2,48
612,292,2408.12568,0,https://arxiv.org/pdf/2408.09108,10.1016/j.neunet.2012.02.034,18.0,6,102
547,440,2408.12568,0,https://arxiv.org/pdf/2408.09094,10.56726/irjmets33981,18.170289855072465,3,77
350,499,2408.12568,0,https://arxiv.org/pdf/2408.09046,10.17771/pucrio.acad.36749,18.170289855072465,2,50
458,491,2408.12568,0,https://arxiv.org/pdf/2408.09028,10.1109/spdp.1993.395520,1.0,2,83
461,140,2408.12568,0,https://arxiv.org/pdf/2408.08995,10.1007/s11023-020-09539-2,185.0,4,78
74,394,2408.12568,0,https://arxiv.org/pdf/2408.08989,10.1109/ijcnn.2019.8852078,18.170289855072465,4,98
41,104,2408.12568,0,https://arxiv.org/pdf/2408.08972,10.5204/thesis.eprints.209570,18.170289855072465,9,64
182,149,2408.12568,0,https://arxiv.org/pdf/2408.08969,10.1117/12.2046650,3.0,5,29
49,231,2408.12568,0,https://arxiv.org/pdf/2408.08959,10.55662/jst.2023.4605,18.170289855072465,3,88
328,138,2408.12568,0,https://arxiv.org/pdf/2408.08928,10.1016/j.ins.2011.02.010,44.0,2,54
674,73,2408.12568,0,https://arxiv.org/pdf/2408.08927,10.1007/978-3-319-90800-7_3,18.170289855072465,3,131
299,52,2408.12568,0,https://arxiv.org/pdf/2408.08921,10.2139/ssrn.4895062,18.170289855072465,8,46
145,144,2408.12568,0,https://arxiv.org/pdf/2408.08916,10.1109/ictai.2010.37,18.0,4,87
348,685,2408.12568,22,https://arxiv.org/pdf/2408.10205,10.2139/ssrn.4835325,18.170289855072465,5,48
169,395,2408.12568,12,https://arxiv.org/pdf/2408.10197,10.1016/b978-075067445-4/50010-9,18.170289855072465,8,81
592,66,2408.12568,7,https://arxiv.org/pdf/2408.10195,10.32657/10356/46850,18.170289855072465,7,74
